GPU,sys_CPU,sys_GPU,config_accu,config_time,config_MLI,nrows_train,ncols_train,target_binary_dist,target_nclasses,recipe_individuals,train_data_size,weight,t_total
enabled,4,1,5,5,5,23999.0,25.0,,,8,599975.0,3,371.40000000000003
enabled,4,1,5,5,5,23999.0,25.0,,,8,599975.0,3,1113.83
enabled,4,1,5,5,5,23999.0,25.0,,,8,599975.0,3,524.03
disabled,4,0,5,5,5,23999.0,25.0,,,8,599975.0,3,1838.72
enabled,4,1,7,2,5,30000.0,25.0,,,8,750000.0,3,877.95
enabled,4,1,5,2,5,17397.0,23.0,,5.0,8,400131.0,3,389.25
enabled,4,1,5,5,5,23999.0,25.0,,,8,599975.0,3,1286.0
enabled,4,1,5,5,5,23999.0,25.0,,,8,599975.0,3,1249.07
enabled,4,1,5,5,5,23999.0,25.0,,,8,599975.0,3,2105.5
enabled,4,1,5,5,5,23999.0,25.0,,,8,599975.0,3,2377.62
enabled,4,1,5,2,5,23999.0,25.0,,,8,599975.0,3,2890.37
disabled,4,0,5,5,5,20280.0,9.0,,,8,182520.0,3,1952.52
enabled,24,2,1,1,1,793.0,34.0,,,4,26962.0,3,642.6699999999998
enabled,24,2,1,1,1,819.0,65.0,,,4,53235.0,3,705.94
enabled,24,2,1,1,1,806.0,78.0,,,4,62868.0,3,715.1899999999999
enabled,24,2,1,1,1,806.0,95.0,,,4,76570.0,3,760.42
enabled,24,2,1,1,1,815.0,128.0,,,4,104320.0,3,798.8199999999999
enabled,32,6,10,10,10,10000.0,30.0,,3.0,8,300000.0,3,16372.189999999999
enabled,24,4,8,5,5,6620.0,566.0,,,8,3746920.0,3,6800.0599999999995
enabled,4,1,5,5,5,23999.0,25.0,,,8,599975.0,3,1306.98
enabled,24,4,8,5,5,6620.0,566.0,,,8,3746920.0,3,6907.69
disabled,7,0,5,5,5,64285.0,211.0,,,8,13564135.0,3,855.6600000000001
disabled,7,0,5,5,5,82762.0,214.0,,,8,17711068.0,3,2383.54
disabled,96,0,5,1,8,18333.0,92.0,,,8,1686636.0,3,876.8
disabled,2,0,5,5,5,88598.0,16.0,,,8,1417568.0,3,4612.3
enabled,32,6,10,6,6,10000.0,31.0,,3.0,8,310000.0,3,5352.65
disabled,64,0,5,2,5,33442.0,143.0,,,8,4782206.0,3,1357.99
disabled,4,0,5,5,5,20280.0,9.0,,,8,182520.0,3,760.6400000000001
disabled,2,0,5,5,5,88598.0,15.0,,,8,1328970.0,3,1456.1800000000003
disabled,2,0,5,5,5,23999.0,25.0,,,8,599975.0,3,2659.0
enabled,32,6,10,10,10,10000.0,31.0,,3.0,8,310000.0,3,18322.14
enabled,32,6,7,6,6,10000.0,31.0,,3.0,12,310000.0,3,4913.59
enabled,32,6,9,5,5,10000.0,31.0,,3.0,8,310000.0,3,5601.78
enabled,32,6,10,7,6,10000.0,32.0,,3.0,8,320000.0,3,10105.689999999999
enabled,32,6,10,10,10,10000.0,32.0,,3.0,8,320000.0,3,21111.430000000004
disabled,8,0,5,5,5,3180.0,462.0,,,8,1469160.0,4,11848.28
enabled,4,1,5,5,5,1358218.0,15.0,,,8,20373270.0,3,49783.86
disabled,4,0,5,5,5,41757.0,12.0,,,8,501084.0,3,1778.3799999999999
disabled,2,0,5,5,5,891.0,12.0,,,8,10692.0,3,1312.44
disabled,2,0,5,5,5,891.0,12.0,,,8,10692.0,3,1287.6599999999999
disabled,8,0,2,2,5,225116.0,9.0,,,4,2026044.0,3,66622.36
enabled,64,8,10,10,10,292320.0,593.0,,,8,173345760.0,3,120917.6
enabled,64,8,10,10,10,198720.0,593.0,,,8,117840960.0,3,121597.51
disabled,4,0,5,5,5,26496.0,11.0,,,8,291456.0,3,149.12
enabled,32,6,7,6,6,10000.0,34.0,,3.0,12,340000.0,3,1366.33
disabled,4,0,5,2,5,30000.0,25.0,,,8,750000.0,3,1108.27
disabled,4,0,3,3,5,658325.0,74.0,,,4,48716050.0,3,4587.98
enabled,64,4,8,5,4,451.0,643.0,,,8,289993.0,3,2292.42
enabled,40,2,1,1,1,23999.0,25.0,,,4,599975.0,3,77.78
enabled,64,8,5,5,1,146880.0,593.0,,,16,87099840.0,3,3066.1200000000003
disabled,4,0,5,2,5,30000.0,25.0,,,8,750000.0,3,2520.57
enabled,64,4,5,5,5,33442.0,196.0,,,8,6554632.0,3,1756.1000000000001
enabled,8,1,5,5,5,108.0,4.0,,,8,432.0,3,446.63
enabled,64,8,5,5,1,292320.0,593.0,,,16,173345760.0,3,5089.79
enabled,64,4,5,5,5,33442.0,31.0,,,8,1036702.0,3,363.64
enabled,24,2,2,2,10,892.0,195.0,,,4,173940.0,3,8023.700000000001
enabled,24,2,2,2,10,892.0,192.0,,,4,171264.0,3,8443.98
enabled,24,2,2,2,10,892.0,247.0,,,4,220324.0,3,8538.869999999999
enabled,24,2,2,2,10,892.0,194.0,,,4,173048.0,3,8800.01
enabled,24,2,2,2,10,892.0,198.0,,,4,176616.0,3,8556.78
enabled,32,4,5,5,5,1156032.0,274.0,,,8,316752768.0,3,3370.58
disabled,2,0,5,5,5,16802.0,25.0,,,8,420050.0,3,2098.8
enabled,32,6,8,10,10,10000.0,33.0,,3.0,8,330000.0,3,15606.24
enabled,64,8,5,5,1,292320.0,553.0,,,16,161652960.0,3,3197.2799999999997
enabled,64,8,5,5,1,292320.0,553.0,,,16,161652960.0,3,6058.76
enabled,32,6,10,10,10,10000.0,33.0,,3.0,8,330000.0,3,22172.879999999997
enabled,24,2,2,2,10,892.0,291.0,,,4,259572.0,3,9589.619999999999
enabled,24,2,2,2,10,892.0,352.0,,,4,313984.0,3,10793.380000000001
enabled,24,2,2,2,10,892.0,303.0,,,4,270276.0,3,11224.65
enabled,24,2,2,2,10,892.0,394.0,,,4,351448.0,3,11402.95
disabled,3,0,5,5,5,646.0,35.0,,,8,22610.0,4,2128.75
enabled,24,4,1,1,1,8450.0,34.0,,,8,287300.0,3,348.6
enabled,24,4,10,5,5,8450.0,34.0,,,8,287300.0,3,6566.1900000000005
disabled,4,0,5,3,5,1943.0,36.0,,,8,69948.0,4,1318.2700000000002
enabled,64,8,1,1,1,150.0,5.0,,3.0,16,750.0,4,137.51
disabled,6,0,5,5,5,1009055.0,7.0,,,8,7063385.0,3,2815.61
enabled,8,1,5,5,5,2101841.0,10.0,,,8,21018410.0,3,4917.110000000001
enabled,24,4,10,5,5,8420.0,207.0,,,8,1742940.0,3,9043.22
enabled,12,1,5,5,5,200000.0,12.0,,,8,2400000.0,4,370.57
enabled,8,1,5,5,5,2101841.0,10.0,,,8,21018410.0,3,6349.889999999999
enabled,64,8,5,5,1,244800.0,593.0,,,16,145166400.0,4,6665.990000000001
enabled,64,8,5,5,1,226080.0,593.0,,,16,134065440.0,4,7995.03
enabled,64,8,5,5,1,226080.0,593.0,,,16,134065440.0,4,8003.12
enabled,64,8,5,5,1,146880.0,593.0,,,16,87099840.0,4,8304.67
enabled,64,8,5,5,1,198720.0,593.0,,,16,117840960.0,4,8312.63
enabled,64,8,5,5,1,146880.0,593.0,,,16,87099840.0,4,8692.26
enabled,64,8,5,5,1,292320.0,593.0,,,16,173345760.0,4,8749.089999999998
enabled,64,8,5,5,1,292320.0,593.0,,,16,173345760.0,4,9350.24
enabled,64,8,5,5,1,198720.0,593.0,,,16,117840960.0,4,9268.6
enabled,64,8,5,5,1,292320.0,593.0,,,16,173345760.0,4,9093.54
enabled,64,8,5,5,1,292320.0,593.0,,,16,173345760.0,4,9621.509999999998
enabled,64,8,5,5,1,292320.0,593.0,,,16,173345760.0,4,8810.050000000001
enabled,64,8,5,5,1,272160.0,593.0,,,16,161390880.0,4,8967.68
enabled,4,1,5,2,5,76020.0,337.0,,,8,25618740.0,4,2037.2399999999998
enabled,24,4,2,2,10,892.0,291.0,,,8,259572.0,3,25586.210000000003
enabled,24,4,2,2,10,892.0,307.0,,,8,273844.0,3,26478.2
enabled,24,4,2,2,10,892.0,352.0,,,8,313984.0,3,27484.96
enabled,24,4,2,2,10,892.0,303.0,,,8,270276.0,3,27925.609999999997
enabled,24,4,2,2,10,892.0,394.0,,,8,351448.0,3,28074.75
enabled,24,4,2,2,10,892.0,306.0,,,8,272952.0,3,28657.69
enabled,24,4,2,2,10,892.0,344.0,,,8,306848.0,3,28637.57
enabled,24,4,2,2,10,892.0,346.0,,,8,308632.0,3,28817.29
enabled,24,4,2,2,10,892.0,415.0,,,8,370180.0,3,28871.359999999997
enabled,24,4,2,2,10,892.0,435.0,,,8,388020.0,3,28837.2
enabled,24,4,2,2,10,892.0,417.0,,,8,371964.0,3,20147.38
enabled,4,1,10,10,10,32789.0,119.0,,,8,3901891.0,3,50780.840000000004
enabled,24,4,1,1,1,892.0,21.0,,,8,18732.0,3,228.17
enabled,4,1,5,5,5,76020.0,337.0,,,8,25618740.0,4,3191.55
disabled,21,0,5,5,5,300000.0,102.0,,,8,30600000.0,3,4535.14
enabled,24,2,2,2,10,892.0,332.0,,,4,296144.0,3,696.0500000000001
enabled,24,2,2,2,10,892.0,344.0,,,4,306848.0,3,691.1099999999999
enabled,24,2,2,2,10,892.0,415.0,,,4,370180.0,3,747.3
enabled,24,2,2,2,10,892.0,435.0,,,4,388020.0,3,798.44
enabled,24,2,2,2,10,892.0,355.0,,,4,316660.0,3,829.13
enabled,4,1,7,6,5,76020.0,337.0,,,8,25618740.0,4,6553.040000000001
enabled,64,8,5,5,10,3180.0,457.0,,,16,1453260.0,4,4227.12
enabled,64,8,5,5,10,3180.0,462.0,,,16,1469160.0,4,4725.47
enabled,64,8,10,4,10,3180.0,462.0,,,8,1469160.0,4,6232.139999999999
enabled,4,1,5,5,5,76020.0,336.0,,,8,25542720.0,4,3209.6800000000003
enabled,64,8,7,5,10,3180.0,462.0,,,16,1469160.0,4,5619.8099999999995
enabled,64,8,5,5,6,3180.0,462.0,,,16,1469160.0,4,6353.14
enabled,24,2,2,2,10,892.0,344.0,,,4,306848.0,3,872.15
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,7227.8
enabled,24,2,2,2,10,892.0,415.0,,,4,370180.0,3,913.2700000000001
enabled,24,2,2,2,10,892.0,417.0,,,4,371964.0,3,890.4
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,6742.23
enabled,24,2,2,2,10,892.0,355.0,,,4,316660.0,3,975.24
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,6999.54
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,6876.7
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,7999.56
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,8828.13
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,9098.050000000001
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,9513.69
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,9886.53
enabled,24,2,2,2,10,892.0,291.0,,,4,259572.0,3,538.15
enabled,24,2,2,2,10,892.0,352.0,,,4,313984.0,3,563.38
enabled,24,4,10,5,5,8450.0,34.0,,,8,287300.0,3,5553.61
enabled,24,4,10,2,5,8033.0,150.0,,,8,1204950.0,3,4234.49
enabled,32,6,6,8,8,10000.0,28.0,,3.0,12,280000.0,3,2970.5099999999998
enabled,24,4,10,5,5,8036.0,33.0,,,8,265188.0,3,5041.450000000001
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,4573.61
enabled,64,8,5,5,5,3180.0,461.0,,,16,1465980.0,4,4684.320000000001
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,4660.3
enabled,64,8,5,5,5,3180.0,461.0,,,16,1465980.0,4,4936.490000000001
enabled,64,8,5,5,5,3180.0,462.0,,,16,1469160.0,4,4539.84
enabled,32,8,7,5,5,1156032.0,273.0,,,16,315596736.0,4,10140.89
enabled,24,2,5,5,5,477.0,10.0,,,8,4770.0,3,467.35
enabled,24,2,5,5,5,150.0,5.0,,3.0,8,750.0,3,1280.15
enabled,24,2,5,3,5,150.0,5.0,,,8,750.0,3,666.9499999999999
enabled,4,1,10,5,5,175.0,81.0,,,8,14175.0,3,4071.6600000000003
enabled,24,2,2,2,10,892.0,387.0,,,4,345204.0,3,517.6
enabled,24,2,2,2,10,892.0,431.0,,,4,384452.0,3,530.55
enabled,32,1,10,10,10,17639.0,217.0,,,8,3827663.0,4,32702.829999999998
enabled,24,2,2,2,10,892.0,368.0,,,4,328256.0,3,691.26
enabled,24,2,2,2,10,892.0,319.0,,,4,284548.0,3,677.1
enabled,24,2,2,2,10,892.0,330.0,,,4,294360.0,3,808.2299999999999
enabled,32,1,5,5,5,17725.0,217.0,,,8,3846325.0,4,1185.59
enabled,4,1,10,10,10,32789.0,110.0,,,8,3606790.0,3,78710.22000000002
enabled,64,4,5,5,5,30000.0,24.0,,,8,720000.0,4,147.35000000000002
enabled,32,6,1,1,1,10000.0,28.0,,3.0,12,280000.0,4,241.06
enabled,32,6,1,1,1,10000.0,28.0,,3.0,12,280000.0,4,223.05
enabled,32,6,1,1,1,10000.0,28.0,,3.0,12,280000.0,4,242.31
disabled,30,0,6,5,5,70000.0,51.0,,,8,3570000.0,4,7607.08
enabled,8,1,5,5,5,43978.0,31.0,,,8,1363318.0,4,401.22
disabled,6,0,5,1,1,176992.0,55.0,,4.0,8,9734560.0,3,21759.3
enabled,32,6,5,5,5,10000.0,28.0,,3.0,12,280000.0,4,884.6
enabled,32,6,5,5,5,10000.0,38.0,,3.0,12,380000.0,4,1221.45
enabled,24,2,5,2,5,477.0,10.0,,,8,4770.0,3,231.82999999999998
enabled,32,6,7,7,7,10000.0,38.0,,3.0,12,380000.0,4,4516.49
disabled,2,0,8,5,5,8282.0,10.0,,,8,82820.0,4,10583.029999999999
enabled,24,2,5,5,5,150.0,5.0,,,8,750.0,3,505.83
enabled,24,2,2,5,5,29974.0,24.0,,,4,719376.0,3,645.45
enabled,32,6,9,6,6,10000.0,38.0,,3.0,8,380000.0,4,6577.58
enabled,24,2,9,5,5,29974.0,24.0,,,8,719376.0,3,2322.42
enabled,24,2,5,3,5,29974.0,24.0,,,8,719376.0,3,594.34
enabled,24,2,5,5,5,29974.0,24.0,,,8,719376.0,3,143.82
enabled,32,6,10,8,6,10000.0,38.0,,3.0,8,380000.0,4,12669.09
enabled,4,1,7,7,7,315.0,19.0,,4.0,8,5985.0,4,2986.9100000000003
disabled,2,0,5,5,5,891.0,12.0,,,8,10692.0,3,1061.23
enabled,4,1,7,7,7,315.0,19.0,,4.0,8,5985.0,4,3599.09
disabled,2,0,5,5,5,16802.0,25.0,,,8,420050.0,4,2025.08
disabled,2,0,5,5,5,891.0,12.0,,,8,10692.0,3,232.47
enabled,64,4,5,5,5,30000.0,24.0,,,8,720000.0,4,382.13
enabled,64,4,5,5,5,30000.0,24.0,,,8,720000.0,4,375.79
enabled,64,4,5,5,5,30000.0,24.0,,,8,720000.0,4,112.7
enabled,64,4,5,5,5,30000.0,24.0,,,8,720000.0,4,380.16999999999996
enabled,64,4,5,5,5,30000.0,24.0,,,8,720000.0,4,374.92
enabled,64,4,10,5,5,30000.0,24.0,,,8,720000.0,4,1204.87
enabled,64,4,5,5,5,30000.0,24.0,,,8,720000.0,4,465.75
disabled,8,0,5,5,5,43615.0,49.0,,3.0,8,2137135.0,3,2210.76
enabled,64,4,10,5,5,30000.0,24.0,,,8,720000.0,4,1230.1299999999999
enabled,64,4,5,5,5,5514.0,51.0,,7.0,8,281214.0,3,1192.6
disabled,4,0,5,5,5,228711.0,80.0,,,8,18296880.0,3,5921.009999999999
disabled,4,0,5,5,5,9315.0,27.0,,3.0,8,251505.0,3,5756.92
disabled,4,0,5,3,5,228711.0,80.0,,,8,18296880.0,3,2895.03
enabled,4,1,5,5,5,23999.0,25.0,,,8,599975.0,3,523.81
enabled,64,4,5,5,5,5514.0,50.0,,,8,275700.0,3,489.17
enabled,6,1,5,5,5,95851.0,2.0,,,8,191702.0,4,6997.22
enabled,64,4,5,5,5,5514.0,47.0,,,8,259158.0,3,4717.010000000001
disabled,6,0,1,1,5,8124.0,9.0,,,4,73116.0,4,209.86
disabled,4,0,5,3,7,228711.0,80.0,,,8,18296880.0,3,5338.11
disabled,6,0,1,1,5,9134.0,24.0,,,4,219216.0,4,1223.2800000000002
enabled,4,1,10,10,10,32789.0,65.0,,,8,2131285.0,3,74395.45
disabled,8,0,5,5,5,529.0,2.0,,,8,1058.0,4,138.63
disabled,8,0,5,7,5,529.0,2.0,,,8,1058.0,4,807.1199999999999
disabled,8,0,5,5,5,529.0,2.0,,,8,1058.0,4,672.23
disabled,8,0,5,5,5,529.0,2.0,,,8,1058.0,4,139.47
disabled,4,0,3,3,5,1000000.0,71.0,,,4,71000000.0,3,14650.029999999999
enabled,24,2,5,5,5,29959.0,23.0,,,8,689057.0,3,1079.68
disabled,8,0,5,5,5,529.0,2.0,,,8,1058.0,4,345.61
disabled,2,0,8,7,8,8282.0,9.0,,,8,74538.0,4,32952.52
enabled,32,1,10,10,10,26925.0,217.0,,,8,5842725.0,4,133203.24000000002
enabled,32,6,10,10,6,10000.0,38.0,,3.0,8,380000.0,4,27548.11
disabled,6,0,5,5,5,6801.0,24.0,,,8,163224.0,4,26721.920000000002
enabled,8,1,5,5,5,3180.0,461.0,,,8,1465980.0,4,7334.3099999999995
enabled,6,1,10,5,5,95851.0,2.0,,,8,191702.0,4,44457.13
enabled,6,1,10,5,5,95851.0,2.0,,,8,191702.0,4,39943.44
enabled,4,1,5,5,5,23975.0,763.0,,,8,18292925.0,4,7878.429999999999
enabled,4,1,5,5,5,24421.0,11.0,,,8,268631.0,3,491.42
disabled,4,0,5,5,5,7008.0,29.0,,3.0,8,203232.0,3,2515.94
disabled,4,0,5,5,5,7008.0,17.0,,,8,119136.0,3,3853.2599999999998
disabled,4,0,5,5,5,7008.0,18.0,,,8,126144.0,3,1567.87
enabled,4,1,5,1,5,23999.0,25.0,,,8,599975.0,4,536.98
enabled,6,1,5,5,5,8203.0,386.0,,,8,3166358.0,4,8255.460000000001
enabled,8,1,5,5,5,3180.0,461.0,,,8,1465980.0,4,1519.9
enabled,8,1,5,5,5,3180.0,461.0,,,8,1465980.0,4,3740.08
enabled,8,1,5,5,5,8309.0,163.0,,,8,1354367.0,4,3932.1499999999996
enabled,8,1,1,1,1,100000.0,467.0,,,4,46700000.0,4,390.34
enabled,8,1,1,1,1,100000.0,469.0,,,4,46900000.0,4,259.55
enabled,8,1,1,1,1,100000.0,443.0,,,4,44300000.0,4,409.15999999999997
enabled,8,1,1,1,1,100000.0,436.0,,,4,43600000.0,4,528.15
disabled,8,0,5,5,5,21000.0,24.0,,,8,504000.0,4,2136.12
disabled,8,0,5,5,5,393613.0,51.0,,,8,20074263.0,4,2412.69
enabled,8,1,1,1,1,100000.0,467.0,,,4,46700000.0,4,1565.86
disabled,2,0,10,5,10,4099.0,9.0,,,8,36891.0,4,9065.68
enabled,8,1,5,5,5,2101841.0,10.0,,,8,21018410.0,4,6880.47
disabled,8,0,5,1,5,150.0,5.0,,3.0,8,750.0,4,196.66
disabled,8,0,1,5,5,21000.0,24.0,,,4,504000.0,4,91.5
disabled,8,0,5,1,5,21000.0,24.0,,,8,504000.0,4,592.5699999999999
disabled,2,0,5,5,5,4099.0,10.0,,,8,40990.0,4,3588.07
enabled,8,1,1,1,1,100000.0,467.0,,,4,46700000.0,4,704.78
enabled,32,8,5,5,5,23975.0,761.0,,,16,18244975.0,4,5753.63
enabled,8,1,5,5,5,2101841.0,10.0,,,8,21018410.0,4,7901.59
enabled,8,1,1,1,1,100000.0,470.0,,,4,47000000.0,4,842.67
disabled,2,0,5,5,5,1236.0,9.0,,,8,11124.0,4,3046.54
enabled,8,1,1,1,1,100000.0,470.0,,,4,47000000.0,4,346.37
disabled,8,0,5,1,10,477.0,10.0,,,8,4770.0,4,229.12
enabled,4,1,5,5,5,1048.0,68.0,,,8,71264.0,4,1073.35
disabled,2,0,10,5,10,4099.0,10.0,,,8,40990.0,4,6991.43
disabled,4,0,5,6,5,46498.0,37.0,,,8,1720426.0,4,11872.6
disabled,2,0,5,5,5,100000.0,13.0,,,8,1300000.0,3,2624.84
enabled,64,8,8,8,8,2850446.0,271.0,,,8,772470866.0,4,72045.74
disabled,2,0,5,5,5,100000.0,13.0,,,8,1300000.0,3,2177.1900000000005
enabled,8,1,1,1,1,100000.0,470.0,,,4,47000000.0,4,884.9
enabled,32,2,3,3,3,30579.0,40.0,,,4,1223160.0,3,1019.34
enabled,4,1,5,5,5,10233.0,414.0,,,8,4236462.0,4,3298.91
disabled,2,0,5,5,5,6764.0,9.0,,,8,60876.0,4,3082.3700000000003
enabled,32,2,3,3,3,30593.0,40.0,,,4,1223720.0,3,930.31
enabled,8,1,1,1,6,100000.0,468.0,,,4,46800000.0,4,936.61
enabled,32,2,3,3,3,30572.0,40.0,,,4,1222880.0,3,1127.27
enabled,32,2,3,3,3,30550.0,40.0,,,4,1222000.0,3,1020.53
enabled,32,2,3,3,3,30534.0,40.0,,,4,1221360.0,3,1003.47
disabled,2,0,5,5,5,6764.0,9.0,,,8,60876.0,4,3263.56
enabled,32,6,10,7,10,10000.0,38.0,,3.0,8,380000.0,4,7514.06
enabled,32,2,3,2,2,31122.0,40.0,,,4,1244880.0,3,720.87
enabled,32,2,3,2,2,31699.0,40.0,,,4,1267960.0,3,703.74
enabled,32,6,6,8,10,10000.0,38.0,,3.0,12,380000.0,4,4545.15
enabled,32,6,5,5,9,10000.0,38.0,,3.0,12,380000.0,4,923.92
enabled,4,1,6,5,5,950753.0,16.0,,,8,15212048.0,4,7688.06
enabled,32,6,5,7,7,10000.0,38.0,,3.0,12,380000.0,4,2146.31
disabled,96,0,5,1,5,18333.0,8.0,,,8,146664.0,3,364.40999999999997
enabled,24,2,3,3,10,5582.0,107.0,,,4,597274.0,3,334.38000000000005
enabled,24,2,7,3,10,5584.0,106.0,,,8,591904.0,3,557.55
enabled,24,2,3,3,10,5545.0,107.0,,,4,593315.0,3,317.55
enabled,32,6,8,8,8,10000.0,38.0,,3.0,8,380000.0,4,6841.7699999999995
enabled,32,2,3,2,2,35494.0,48.0,,,4,1703712.0,3,769.7
enabled,32,2,3,2,2,35502.0,48.0,,,4,1704096.0,3,701.3000000000001
enabled,32,2,3,2,2,35510.0,48.0,,,4,1704480.0,3,661.1800000000001
enabled,32,8,5,5,5,8124.0,22.0,,,16,178728.0,1,919.6400000000001
enabled,32,2,3,2,2,35538.0,48.0,,,4,1705824.0,3,708.6099999999999
enabled,32,2,3,2,2,35569.0,48.0,,,4,1707312.0,3,764.02
enabled,32,8,5,5,5,1460.0,81.0,,,16,118260.0,1,457.15999999999997
enabled,32,2,3,2,2,35592.0,48.0,,,4,1708416.0,3,722.13
enabled,32,2,3,2,2,35632.0,48.0,,,4,1710336.0,3,705.9399999999999
disabled,4,0,5,5,5,7008.0,32.0,,7.0,8,224256.0,3,31784.96
enabled,32,8,5,5,5,1460.0,81.0,,,16,118260.0,1,460.05
enabled,32,8,10,5,5,1460.0,81.0,,,8,118260.0,1,1041.1799999999998
enabled,32,8,6,5,5,891.0,12.0,,,16,10692.0,1,330.26
enabled,32,8,5,5,5,891.0,12.0,,,16,10692.0,1,351.46
disabled,8,0,7,1,1,393613.0,51.0,,,8,20074263.0,4,2295.42
enabled,32,8,5,5,5,891.0,9.0,,,16,8019.0,1,323.65999999999997
disabled,6,0,1,1,1,100001.0,61.0,,,4,6100061.0,3,103.49
enabled,8,1,2,1,1,500001.0,468.0,,,4,234000468.0,4,1231.16
enabled,8,1,1,1,1,100000.0,468.0,,,4,46800000.0,4,459.87
enabled,8,1,1,1,1,100000.0,467.0,,,4,46700000.0,4,332.62
enabled,32,7,5,10,7,10000.0,38.0,,3.0,14,380000.0,4,13150.25
enabled,8,1,2,1,6,500000.0,467.0,,,4,233500000.0,4,1659.56
disabled,4,0,5,5,5,550506.0,49.0,,,8,26974794.0,4,987.02
enabled,8,1,1,1,1,100000.0,428.0,,,4,42800000.0,4,924.45
disabled,8,0,5,1,5,150.0,5.0,,3.0,8,750.0,4,237.75
disabled,8,0,10,1,5,150.0,5.0,,3.0,8,750.0,4,639.5200000000001
disabled,4,0,5,5,5,550506.0,45.0,,,8,24772770.0,4,6460.97
enabled,4,1,5,5,5,23975.0,413.0,,,8,9901675.0,4,3367.92
enabled,4,1,5,5,5,2691.0,12.0,,,8,32292.0,4,154.41
enabled,4,1,5,5,5,24421.0,12.0,,,8,293052.0,4,385.85
enabled,4,1,5,5,5,24421.0,12.0,,,8,293052.0,4,419.9
enabled,4,1,5,5,5,24421.0,12.0,,,8,293052.0,4,364.61
enabled,64,8,2,1,1,500000.0,593.0,,,16,296500000.0,4,1500.4799999999998
enabled,32,2,3,2,2,32794.0,49.0,,,4,1606906.0,3,772.97
enabled,32,2,3,2,2,32189.0,49.0,,,4,1577261.0,3,708.6199999999999
enabled,32,2,3,2,2,31590.0,49.0,,,4,1547910.0,3,681.8
enabled,32,2,3,2,2,31006.0,49.0,,,4,1519294.0,3,767.9399999999999
enabled,32,2,3,2,2,31030.0,49.0,,,4,1520470.0,3,715.82
enabled,24,2,2,2,10,892.0,284.0,,,4,253328.0,3,469.05
enabled,24,2,2,2,10,892.0,392.0,,,4,349664.0,3,419.06
enabled,32,2,3,2,2,31054.0,49.0,,,4,1521646.0,3,761.8900000000001
enabled,32,2,3,2,2,31087.0,49.0,,,4,1523263.0,3,743.68
disabled,4,0,5,5,5,38968.0,31.0,,,8,1208008.0,4,707.63
enabled,64,8,5,3,1,33060.0,62.0,,,16,2049720.0,4,1469.1399999999999
enabled,64,8,5,3,1,33060.0,62.0,,,16,2049720.0,4,1469.8000000000002
enabled,20,1,5,5,5,100.0,9.0,,,8,900.0,4,532.57
disabled,6,0,5,5,5,891.0,12.0,,,8,10692.0,4,1449.89
enabled,8,1,1,1,1,100000.0,244.0,,,4,24400000.0,4,384.46000000000004
enabled,8,1,4,1,10,8293.0,174.0,,,4,1442982.0,4,275.22999999999996
enabled,8,1,1,1,1,8346.0,174.0,,,4,1452204.0,4,474.71999999999997
disabled,4,0,5,5,5,7008.0,23.0,,7.0,8,161184.0,3,31644.6
disabled,8,0,5,5,5,9798.0,9.0,,3.0,8,88182.0,4,605.4100000000001
disabled,8,0,5,5,5,10000.0,14.0,,3.0,8,140000.0,4,2042.17
disabled,64,0,10,5,5,33442.0,144.0,,,8,4815648.0,4,13724.380000000001
enabled,8,1,5,5,5,701514.0,10.0,,,8,7015140.0,4,3280.5600000000004
disabled,28,0,5,5,5,7000.0,230.0,,,8,1610000.0,4,6913.9800000000005
enabled,8,1,5,2,5,794353.0,237.0,,,8,188261661.0,4,5775.46
disabled,8,0,1,1,5,100000.0,189.0,,,4,18900000.0,4,19222.180000000004
enabled,32,8,10,10,2,1477240.0,103.0,,,8,152155720.0,4,26175.000000000004
enabled,8,1,1,1,1,11526.0,178.0,,,4,2051628.0,4,212.16000000000003
enabled,6,1,5,5,5,7417.0,29.0,,,8,215093.0,4,2163.6800000000003
enabled,4,1,10,10,10,20607.0,102.0,,,8,2101914.0,3,32098.11
enabled,4,1,10,10,10,20607.0,101.0,,,8,2081307.0,3,33814.86
enabled,8,1,10,10,5,21509.0,80.0,,,8,1720720.0,4,95178.9
enabled,32,8,2,2,2,500.0,100.0,,,16,50000.0,4,519.38
enabled,8,1,3,2,3,1000000.0,233.0,,,4,233000000.0,4,729.1999999999999
enabled,4,1,10,10,10,4950.0,93.0,,,8,460350.0,3,60658.1
enabled,8,1,1,1,1,100000.0,231.0,,,4,23100000.0,4,259.55
enabled,8,1,1,1,1,100000.0,229.0,,,4,22900000.0,4,310.44
enabled,8,1,5,5,5,1460.0,81.0,,,8,118260.0,4,4379.0
