GPU,sys_CPU,sys_GPU,config_accu,config_time,config_MLI,nrows_train,ncols_train,target_binary_dist,target_nclasses,recipe_individuals,train_data_size,weight,t_total
disabled,16,0,5,5,5,23999.0,25.0,,,4,599975.0,1,302.78000000000003
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,498.72
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,352.1
disabled,16,0,1,1,5,23999.0,25.0,,,4,599975.0,1,113.76
enabled,32,8,5,5,5,23999.0,25.0,,,16,599975.0,1,516.9200000000001
enabled,32,8,5,5,5,23999.0,25.0,,,16,599975.0,1,522.78
disabled,16,0,2,2,5,23999.0,25.0,,,4,599975.0,1,146.62
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,487.48
disabled,4,0,5,5,5,43978.0,31.0,,,4,1363318.0,1,589.88
enabled,4,1,5,5,5,32769.0,10.0,,,4,327690.0,1,667.8199999999999
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,108.01
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,369.9
disabled,4,0,5,5,5,879.0,12.0,,,4,10548.0,1,309.72
enabled,12,1,5,5,5,1460.0,81.0,,,4,118260.0,1,300.37
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,367.42
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,390.49
enabled,12,1,10,7,1,1460.0,81.0,,,8,118260.0,1,2166.32
enabled,48,1,5,5,5,138710.0,8.0,,,4,1109680.0,1,715.38
disabled,4,0,5,5,5,879.0,14.0,,,4,12306.0,1,495.64000000000004
enabled,40,2,5,5,5,23991.0,25.0,,50.0,4,599775.0,1,9382.08
enabled,12,1,10,5,1,1458.0,81.0,,,8,118098.0,1,1429.11
enabled,48,1,6,10,6,138710.0,8.0,,,4,1109680.0,1,5650.93
disabled,4,0,5,5,5,3888.0,62.0,,3.0,4,241056.0,1,3816.9700000000003
enabled,12,1,10,6,1,1458.0,81.0,,,8,118098.0,1,2057.93
enabled,4,1,5,5,5,49352.0,17.0,,3.0,4,838984.0,1,2892.7999999999997
enabled,12,1,10,5,1,1458.0,81.0,,,8,118098.0,1,1299.65
enabled,12,1,10,5,1,1458.0,81.0,,,8,118098.0,1,1422.94
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,515.46
enabled,48,1,7,7,6,138710.0,8.0,,,4,1109680.0,1,1892.2499999999998
enabled,16,1,10,5,5,138710.0,7.0,,,8,970970.0,1,21842.489999999998
enabled,8,1,5,5,5,25620.0,49.0,,,4,1255380.0,1,563.4
enabled,16,1,5,5,5,138710.0,8.0,,,4,1109680.0,1,603.34
enabled,16,1,1,5,5,100000.0,8.0,,,4,800000.0,1,468.76
disabled,4,0,5,5,5,40000.0,195.0,,,4,7800000.0,1,2405.0499999999997
enabled,16,1,1,5,1,100000.0,8.0,,,4,800000.0,1,469.17
enabled,12,1,10,6,1,1458.0,222.0,,,8,323676.0,1,3191.64
enabled,16,1,5,5,1,138710.0,8.0,,,4,1109680.0,1,608.98
enabled,12,1,10,6,1,1458.0,222.0,,,8,323676.0,1,1015.96
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,495.93
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,407.4
enabled,16,1,1,10,1,100000.0,8.0,,,4,800000.0,1,4846.76
enabled,16,1,1,1,1,100000.0,8.0,,,4,800000.0,1,118.68
disabled,4,0,5,5,5,879.0,11.0,,,4,9669.0,1,638.9
disabled,16,0,1,1,5,23999.0,25.0,,,4,599975.0,1,127.13
enabled,16,1,2,1,1,138710.0,8.0,,,4,1109680.0,1,141.33
disabled,4,0,5,5,5,9999.0,83.0,,,4,829917.0,1,1289.06
enabled,16,1,1,1,1,100000.0,37.0,,,4,3700000.0,1,724.0600000000001
enabled,48,1,6,9,6,138710.0,8.0,,,4,1109680.0,1,7259.73
enabled,16,1,1,1,1,100000.0,6.0,,,4,600000.0,1,62.86
disabled,4,0,5,5,5,9999.0,82.0,,,4,819918.0,1,1274.93
enabled,48,1,6,10,6,138710.0,8.0,,,4,1109680.0,1,9461.939999999999
disabled,4,0,5,5,5,10000.0,89.0,,,4,890000.0,1,1721.09
enabled,48,1,4,6,1,138710.0,8.0,,,4,1109680.0,1,2353.65
disabled,16,0,5,5,5,6000.0,25.0,,,4,150000.0,1,220.54000000000002
enabled,64,1,5,5,5,138710.0,9.0,,,4,1248390.0,1,1357.5700000000002
enabled,4,2,10,10,5,25620.0,49.0,,,8,1255380.0,1,23560.41
enabled,16,1,1,1,1,100000.0,12.0,,,4,1200000.0,1,181.95
enabled,16,1,1,1,1,100000.0,12.0,,,4,1200000.0,1,179.19000000000003
enabled,16,1,1,1,1,100000.0,12.0,,,4,1200000.0,1,187.35000000000002
enabled,48,1,6,6,1,138710.0,8.0,,,4,1109680.0,1,1430.62
enabled,4,1,1,1,1,100000.0,12.0,,,4,1200000.0,1,309.19
enabled,64,1,5,5,5,138710.0,64.0,,,4,8877440.0,1,2428.1600000000003
enabled,16,1,1,1,1,100000.0,14.0,,,4,1400000.0,1,209.01999999999998
enabled,4,1,5,5,1,138710.0,12.0,,,4,1664520.0,1,1027.24
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,562.68
enabled,4,1,5,5,1,138710.0,14.0,,,4,1941940.0,1,584.86
enabled,4,1,3,5,1,138710.0,14.0,,,4,1941940.0,1,1115.3899999999999
enabled,4,1,5,5,1,138710.0,14.0,,,4,1941940.0,1,1040.55
enabled,4,1,5,5,1,138710.0,12.0,,,4,1664520.0,1,1048.28
enabled,4,1,5,5,5,76020.0,337.0,,,4,25618740.0,1,2064.2599999999998
disabled,4,0,5,5,5,144.0,2.0,,,4,288.0,1,97.14
disabled,4,0,5,5,5,5208.0,25.0,,,4,130200.0,1,481.36999999999995
disabled,6,0,5,5,5,99999.0,92.0,,,4,9199908.0,1,3474.21
enabled,4,1,5,5,5,43978.0,31.0,,,4,1363318.0,1,348.5
enabled,32,8,5,1,5,23999.0,24.0,,,16,575976.0,1,158.48
enabled,32,8,5,1,5,23999.0,24.0,,,16,575976.0,1,157.01
enabled,4,1,10,1,10,1358218.0,15.0,,,8,20373270.0,1,3064.24
enabled,32,8,5,5,5,499998.0,93.0,,3.0,16,46499814.0,1,13808.06
disabled,4,0,5,5,5,64811.0,13.0,,24.0,4,842543.0,1,87933.14000000001
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,438.38
disabled,4,0,5,5,5,93814.0,73.0,,,4,6848422.0,1,1754.29
enabled,12,1,10,5,1,421632.0,778.0,,,8,328029696.0,1,8224.36
enabled,48,1,5,5,5,138710.0,8.0,,,4,1109680.0,1,718.06
enabled,24,4,10,5,1,595212.0,40.0,,,8,23808480.0,1,10413.54
disabled,4,0,5,5,5,93814.0,73.0,,,4,6848422.0,1,1191.44
disabled,6,0,5,5,5,1735.0,32.0,,,4,55520.0,1,305.93
disabled,6,0,5,5,5,1735.0,29.0,,,4,50315.0,1,252.23
disabled,6,0,5,5,5,1735.0,30.0,,,4,52050.0,1,210.96
disabled,6,0,5,5,5,1735.0,30.0,,,4,52050.0,1,317.88
enabled,4,1,5,5,5,1460.0,81.0,,,4,118260.0,1,378.39
enabled,24,4,5,2,2,8450.0,30.0,,,8,253500.0,1,953.03
enabled,24,4,5,2,2,8450.0,29.0,,,8,245050.0,1,894.58
enabled,24,4,5,2,2,8450.0,30.0,,,8,253500.0,1,621.4899999999999
enabled,32,8,5,5,5,9999.0,89.0,,,16,889911.0,1,567.8800000000001
enabled,4,1,5,5,5,5000000.0,48.0,,,4,240000000.0,1,6126.54
enabled,32,8,5,5,5,99999.0,90.0,,,16,8999910.0,1,1736.79
enabled,32,8,5,5,5,99999.0,90.0,,,16,8999910.0,1,1741.1599999999999
enabled,32,8,5,5,5,99999.0,90.0,,,16,8999910.0,1,1854.0
enabled,24,4,5,2,2,8450.0,30.0,,,8,253500.0,1,2048.8
enabled,32,8,10,5,5,99999.0,90.0,,,8,8999910.0,1,3929.7799999999997
enabled,4,1,5,5,1,4209.0,366.0,,,4,1540494.0,1,803.23
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,326.76
enabled,4,1,5,5,1,50999.0,34.0,,,4,1733966.0,1,672.8
enabled,72,2,5,5,5,5767.0,9.0,,,4,51903.0,1,263.72
enabled,4,1,5,5,5,23999.0,24.0,,,4,575976.0,1,610.8399999999999
enabled,4,1,5,5,5,35267.0,41.0,,,4,1445947.0,1,486.58
enabled,4,1,5,5,5,35267.0,41.0,,,4,1445947.0,1,506.86
enabled,4,1,5,5,5,35267.0,41.0,,,4,1445947.0,1,700.31
disabled,4,0,5,5,5,485701.0,10.0,,,4,4857010.0,1,2225.37
enabled,4,1,5,5,1,50999.0,34.0,,,4,1733966.0,1,602.15
enabled,4,1,5,5,1,50999.0,33.0,,,4,1682967.0,1,548.6800000000001
enabled,32,8,5,5,5,64999.0,184.0,,,16,11959816.0,1,1204.15
enabled,24,4,5,5,5,43978.0,31.0,,,8,1363318.0,1,2444.2599999999998
disabled,4,0,5,5,5,485701.0,4.0,,,4,1942804.0,1,1823.35
enabled,32,8,5,2,1,1286368.0,63.0,,,16,81041184.0,1,5176.89
enabled,32,8,5,5,5,23999.0,24.0,,,16,575976.0,1,629.4599999999999
enabled,24,4,5,5,5,43978.0,31.0,,,8,1363318.0,1,2494.95
enabled,32,8,5,5,5,23999.0,25.0,,,16,599975.0,1,499.82
enabled,72,2,9,7,5,4011.0,9.0,,,4,36099.0,1,1425.94
enabled,32,8,5,2,1,1286368.0,64.0,,,16,82327552.0,1,4721.24
enabled,72,2,9,7,5,4011.0,8.0,,,4,32088.0,1,1447.19
enabled,32,8,5,2,1,909049.0,64.0,,,16,58179136.0,1,2196.98
enabled,72,2,9,7,5,4011.0,8.0,,,4,32088.0,1,2089.85
enabled,72,2,10,10,1,4011.0,8.0,,,8,32088.0,1,192.25
enabled,4,1,5,5,5,100.0,5.0,,3.0,4,500.0,1,331.51
enabled,4,1,5,5,5,23999.0,24.0,,,4,575976.0,1,465.75
enabled,4,1,5,5,5,100.0,5.0,,3.0,4,500.0,1,158.99
enabled,12,1,10,6,1,305361.0,778.0,,,8,237570858.0,1,12339.14
enabled,32,8,5,5,5,23999.0,24.0,,,16,575976.0,1,447.76
disabled,4,0,5,5,5,29939.0,15.0,,,4,449085.0,1,444.12
disabled,4,0,5,5,5,29939.0,15.0,,,4,449085.0,1,323.99
enabled,32,8,5,2,1,3260381.0,64.0,,,16,208664384.0,1,8451.68
disabled,4,0,1,1,10,29939.0,6.0,,,4,179634.0,1,120.06
enabled,32,8,5,5,5,24368.0,795.0,,3.0,16,19372560.0,1,11375.38
enabled,4,1,5,5,5,4728566.0,24.0,,,4,113485584.0,1,29356.979999999996
enabled,32,8,5,5,5,145908.0,186.0,,,16,27138888.0,1,2036.41
enabled,32,8,5,5,5,437724.0,119.0,,,16,52089156.0,1,4013.72
enabled,8,1,5,5,1,61878.0,95.0,,9.0,4,5878410.0,1,10618.380000000001
enabled,4,1,5,5,1,61878.0,95.0,,9.0,4,5878410.0,1,30487.57
enabled,8,1,10,5,1,50999.0,34.0,,,8,1733966.0,1,2243.3
enabled,4,1,5,5,5,23999.0,24.0,,,4,575976.0,1,458.11999999999995
enabled,32,8,5,5,5,999.0,111.0,,,16,110889.0,1,404.15000000000003
enabled,32,8,5,2,10,1286368.0,64.0,,,16,82327552.0,1,3921.0199999999995
enabled,8,1,5,5,5,1049468.0,77.0,,,4,80809036.0,1,11151.960000000001
enabled,32,8,5,5,5,510677.0,115.0,,,16,58727855.0,1,8151.7300000000005
enabled,4,1,5,5,5,2472000.0,49.0,,,4,121128000.0,1,28292.55
enabled,32,8,5,5,5,100000.0,117.0,,,16,11700000.0,1,2227.7400000000002
enabled,32,8,5,5,5,23975.0,793.0,,,16,19012175.0,1,2977.19
enabled,24,4,5,5,5,11296.0,496.0,,,8,5602816.0,1,3301.88
enabled,72,2,10,10,1,4011.0,8.0,,,8,32088.0,1,6534.14
enabled,32,2,5,5,5,165420.0,39.0,,,4,6451380.0,1,6431.91
enabled,32,2,3,5,5,165420.0,39.0,,,4,6451380.0,1,1296.4299999999998
disabled,8,0,2,2,5,23999.0,25.0,,,4,599975.0,1,254.95
enabled,32,2,4,5,5,165420.0,39.0,,,4,6451380.0,1,1429.98
enabled,32,8,5,5,5,25000.0,101.0,,,16,2525000.0,1,942.98
enabled,32,2,4,5,5,165462.0,39.0,,,4,6453018.0,1,2516.3399999999997
enabled,4,1,5,5,5,5149.0,7.0,,,4,36043.0,1,442.5
enabled,32,8,5,5,5,16245.0,206.0,,,16,3346470.0,1,625.07
enabled,32,2,5,5,5,165462.0,39.0,,,4,6453018.0,1,4138.51
disabled,8,0,2,2,5,20334.0,26.0,,8.0,4,528684.0,1,2518.89
enabled,48,1,5,5,5,252108.0,20.0,,,4,5042160.0,1,1453.43
enabled,48,1,5,5,5,252108.0,20.0,,,4,5042160.0,1,1496.24
disabled,8,0,1,1,5,20334.0,26.0,,8.0,4,528684.0,1,4826.589999999999
enabled,32,8,5,5,5,510677.0,103.0,,,16,52599731.0,1,7106.84
enabled,4,1,5,5,5,4728566.0,24.0,,,4,113485584.0,1,68937.9
enabled,4,1,2,2,2,23999.0,25.0,,,4,599975.0,1,255.56
enabled,72,2,5,5,1,200000.0,2.0,,,4,400000.0,1,457.41999999999996
disabled,4,0,1,2,1,100000.0,2.0,,,4,200000.0,1,183.96999999999997
disabled,4,0,2,2,2,500000.0,3.0,,,4,1500000.0,1,497.12
enabled,32,2,3,5,5,165420.0,39.0,,,4,6451380.0,1,192.75
enabled,72,2,10,10,1,200000.0,2.0,,,8,400000.0,1,6046.85
enabled,32,2,3,5,3,165420.0,40.0,,,4,6616800.0,1,1532.51
disabled,6,0,5,5,5,7229.0,29.0,,,4,209641.0,1,322.93
enabled,72,2,5,5,1,200000.0,2.0,,,4,400000.0,1,236.49
enabled,32,2,3,5,3,165462.0,40.0,,,4,6618480.0,1,2924.7400000000002
enabled,32,2,3,3,3,166976.0,40.0,,,4,6679040.0,1,912.84
enabled,32,2,3,3,3,168486.0,40.0,,,4,6739440.0,1,927.1
enabled,32,2,3,3,3,169987.0,40.0,,,4,6799480.0,1,1027.1
disabled,8,0,2,2,5,3263.0,31.0,,13.0,4,101153.0,1,2455.6000000000004
enabled,72,2,5,5,1,20000.0,2.0,,,4,40000.0,1,239.99
enabled,32,2,3,3,3,171579.0,40.0,,,4,6863160.0,1,896.3
enabled,72,2,5,5,5,20000.0,2.0,,,4,40000.0,1,438.33
enabled,32,2,3,3,3,173220.0,40.0,,,4,6928800.0,1,895.72
disabled,4,0,2,2,1,88802.0,2.0,,,4,177604.0,1,151.54999999999998
enabled,32,4,5,5,5,5000000.0,69.0,,,8,345000000.0,1,31036.44
enabled,32,2,3,3,3,174898.0,40.0,,,4,6995920.0,1,865.4399999999999
enabled,32,2,3,3,3,176471.0,40.0,,,4,7058840.0,1,931.35
enabled,6,1,5,5,5,891.0,12.0,,,4,10692.0,1,379.25
disabled,6,0,10,10,10,7229.0,29.0,,,8,209641.0,1,12190.34
enabled,32,4,5,5,5,100.0,5.0,,3.0,8,500.0,1,161.19
enabled,24,4,10,10,5,11296.0,495.0,,,8,5591520.0,1,101977.3
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,481.28
enabled,4,1,5,5,5,2064.0,8.0,,29.0,4,16512.0,1,1780.4099999999999
disabled,6,0,5,5,5,7229.0,43.0,,,4,310847.0,1,444.28
enabled,32,4,5,5,5,1114423.0,257.0,,,8,286406711.0,1,8416.14
disabled,6,0,5,5,5,3800.0,22.0,,3.0,4,83600.0,1,459.63
enabled,4,1,1,1,1,23999.0,25.0,,,4,599975.0,1,133.07
enabled,4,1,1,1,1,100000.0,51.0,,,4,5100000.0,1,253.97
enabled,32,2,3,3,3,178805.0,48.0,,,4,8582640.0,1,1025.18
enabled,4,1,1,1,1,100000.0,51.0,,,4,5100000.0,1,255.85999999999999
enabled,32,2,3,3,3,178876.0,48.0,,,4,8586048.0,1,981.9300000000001
enabled,32,2,3,3,3,178948.0,48.0,,,4,8589504.0,1,979.3199999999999
enabled,32,2,3,3,3,179057.0,48.0,,,4,8594736.0,1,953.6800000000001
enabled,32,2,3,3,3,179170.0,48.0,,,4,8600160.0,1,1376.0600000000002
enabled,32,2,3,3,3,179288.0,48.0,,,4,8605824.0,1,975.67
enabled,32,2,3,3,3,179399.0,48.0,,,4,8611152.0,1,1142.9
disabled,4,0,2,2,1,88792.0,2.0,,,4,177584.0,1,127.97
enabled,6,1,5,5,5,891.0,12.0,,,4,10692.0,1,297.3
enabled,6,1,5,5,5,23426.0,65.0,,,4,1522690.0,1,216.81
enabled,72,2,5,5,5,20000.0,2.0,,,4,40000.0,1,377.29
enabled,6,1,5,5,5,23400.0,63.0,,,4,1474200.0,1,276.22
enabled,72,2,5,5,5,20000.0,2.0,,,4,40000.0,1,383.72
enabled,6,1,5,5,5,23400.0,54.0,,,4,1263600.0,1,611.57
enabled,6,1,5,5,5,23400.0,55.0,,,4,1287000.0,1,330.92
disabled,16,0,5,5,5,23999.0,25.0,,,4,599975.0,1,507.45
disabled,4,0,7,4,5,8124.0,22.0,,,4,178728.0,1,286.11
enabled,32,2,3,3,3,180988.0,49.0,,,4,8868412.0,1,1025.56
enabled,32,2,3,3,3,181101.0,49.0,,,4,8873949.0,1,975.6400000000001
enabled,32,2,3,3,3,181230.0,49.0,,,4,8880270.0,1,1165.78
enabled,32,2,3,3,3,181339.0,49.0,,,4,8885611.0,1,1022.6100000000001
enabled,32,2,3,3,3,181476.0,49.0,,,4,8892324.0,1,974.74
enabled,32,2,3,3,3,178739.0,49.0,,,4,8758211.0,1,944.4300000000001
enabled,32,2,3,3,3,176012.0,49.0,,,4,8624588.0,1,941.97
enabled,32,2,3,3,3,173607.0,40.0,,,4,6944280.0,1,910.22
enabled,32,2,2,2,2,173613.0,40.0,,,4,6944520.0,1,626.4699999999999
enabled,32,2,2,2,2,173582.0,40.0,,,4,6943280.0,1,634.37
enabled,32,2,2,2,2,173555.0,40.0,,,4,6942200.0,1,1238.6100000000001
enabled,32,2,2,2,2,173552.0,40.0,,,4,6942080.0,1,723.62
enabled,32,2,2,2,2,175048.0,40.0,,,4,7001920.0,1,707.8399999999999
enabled,32,2,3,3,3,175048.0,40.0,,,4,7001920.0,1,1092.02
enabled,32,2,2,2,2,176550.0,40.0,,,4,7062000.0,1,634.5600000000001
enabled,32,2,2,2,2,178038.0,40.0,,,4,7121520.0,1,622.65
enabled,32,2,2,2,2,179607.0,40.0,,,4,7184280.0,1,654.24
enabled,32,2,2,2,2,181222.0,40.0,,,4,7248880.0,1,692.02
enabled,32,2,2,2,2,182870.0,40.0,,,4,7314800.0,1,797.6
enabled,32,2,2,2,2,184477.0,40.0,,,4,7379080.0,1,652.2
enabled,72,2,1,1,1,880.0,5956.0,,,4,5241280.0,1,1153.9299999999998
enabled,4,1,4,3,5,155169.0,26.0,,,4,4034394.0,3,824.5000000000001
disabled,4,0,7,3,7,53940.0,11.0,,5.0,4,593340.0,1,2366.29
enabled,4,1,5,5,5,4728566.0,24.0,,,4,113485584.0,1,69313.93
enabled,32,2,2,2,2,186830.0,48.0,,,4,8967840.0,1,791.92
enabled,32,2,2,2,2,186944.0,48.0,,,4,8973312.0,1,673.3399999999999
enabled,32,2,2,2,2,186941.0,48.0,,,4,8973168.0,1,816.9699999999999
disabled,40,0,10,10,5,3386.0,46.0,,,8,155756.0,3,11537.98
enabled,32,2,2,2,2,186942.0,48.0,,,4,8973216.0,1,710.88
enabled,32,2,2,2,2,186996.0,48.0,,,4,8975808.0,1,621.51
enabled,32,2,2,2,2,187048.0,48.0,,,4,8978304.0,1,620.8100000000001
enabled,32,4,3,3,3,39564.0,3.0,,6.0,8,118692.0,3,444.53999999999996
enabled,32,4,2,2,2,39048.0,3.0,,,8,117144.0,3,138.43
enabled,32,2,2,2,2,187098.0,48.0,,,4,8980704.0,1,670.8
enabled,32,4,2,2,8,39048.0,52.0,,,8,2030496.0,3,451.78
enabled,32,2,2,2,2,188130.0,49.0,,,4,9218370.0,1,672.5699999999999
enabled,32,2,2,2,2,188169.0,49.0,,,4,9220281.0,1,743.71
enabled,32,2,2,2,2,188277.0,49.0,,,4,9225573.0,1,681.9300000000001
enabled,32,2,2,2,2,188381.0,49.0,,,4,9230669.0,1,648.8
enabled,32,2,2,2,2,188481.0,49.0,,,4,9235569.0,1,685.42
enabled,32,2,2,2,2,188629.0,49.0,,,4,9242821.0,1,695.5500000000001
enabled,32,2,2,2,2,188724.0,49.0,,,4,9247476.0,1,690.26
enabled,8,2,5,5,5,671444.0,9.0,,,8,6042996.0,3,1816.7200000000003
disabled,4,0,5,5,5,1599.0,12.0,,,8,19188.0,3,6504.16
enabled,64,8,5,5,5,114321.0,133.0,,,16,15204693.0,3,1062.53
disabled,8,0,8,5,5,6497.0,13.0,,,8,84461.0,3,11515.76
disabled,4,0,5,5,5,2209.0,2.0,,38.0,8,4418.0,3,111983.16
enabled,8,1,5,5,5,669.0,154.0,,,8,103026.0,3,551.5200000000001
enabled,8,1,5,5,5,283.0,153.0,,,8,43299.0,3,691.04
enabled,32,8,3,1,5,1000000.0,10.0,,,16,10000000.0,3,788.1700000000001
enabled,8,1,6,5,5,7492.0,156.0,,,8,1168752.0,3,2514.56
enabled,32,8,6,1,5,10000000.0,10.0,,,16,100000000.0,3,4108.37
enabled,72,2,2,2,2,880.0,5956.0,,,4,5241280.0,1,1342.77
enabled,72,2,2,2,2,880.0,5956.0,,,4,5241280.0,1,1329.45
enabled,72,2,2,2,2,880.0,5956.0,,,4,5241280.0,1,1321.2399999999998
enabled,32,4,5,5,5,2748272.0,431.0,,,8,1184505232.0,3,6202.12
enabled,32,4,5,5,6,30760.0,52.0,,,8,1599520.0,3,682.02
enabled,32,4,5,5,5,2000.0,125.0,,,8,250000.0,3,334.8
enabled,32,4,5,5,5,4525.0,125.0,,,8,565625.0,3,815.44
enabled,32,4,5,5,5,4525.0,125.0,,,8,565625.0,3,1026.96
enabled,32,4,5,5,5,4525.0,125.0,,,8,565625.0,3,1246.26
enabled,32,4,5,5,5,4027.0,126.0,,,8,507402.0,3,557.21
enabled,32,4,5,5,5,4026.0,126.0,,,8,507276.0,3,646.52
enabled,32,4,5,5,5,4026.0,125.0,,,8,503250.0,3,1264.44
enabled,32,4,5,5,5,4026.0,126.0,,,8,507276.0,3,169.3
enabled,64,4,5,5,5,5000000.0,6.0,,,8,30000000.0,3,13299.36
enabled,32,4,5,5,5,4026.0,125.0,,,8,503250.0,3,415.8
enabled,32,4,5,5,5,4026.0,126.0,,,8,507276.0,3,216.55
enabled,32,4,5,5,5,4026.0,125.0,,,8,503250.0,3,366.32
enabled,32,4,5,5,5,4027.0,125.0,,,8,503375.0,3,352.36999999999995
enabled,32,4,5,5,5,4026.0,126.0,,,8,507276.0,3,194.11
enabled,32,4,5,5,5,4037.0,125.0,,,8,504625.0,3,462.59
enabled,32,4,5,5,5,121110.0,125.0,,,8,15138750.0,3,1145.41
enabled,32,4,5,5,5,121110.0,125.0,,,8,15138750.0,3,1081.18
enabled,32,4,5,5,5,121110.0,126.0,,,8,15259860.0,3,750.23
enabled,32,4,5,5,5,121140.0,125.0,,,8,15142500.0,3,642.8
disabled,8,0,9,5,1,6497.0,13.0,,,8,84461.0,3,19240.8
enabled,32,4,5,5,5,121110.0,125.0,,,8,15138750.0,3,737.44
disabled,4,0,5,5,5,110017.0,26.0,,,4,2860442.0,1,1119.21
disabled,4,0,5,5,5,110017.0,25.0,,,4,2750425.0,1,1119.8899999999999
enabled,32,4,5,5,5,64170.0,125.0,,,8,8021250.0,3,476.5
enabled,32,4,5,5,5,64170.0,125.0,,,8,8021250.0,3,511.29
enabled,32,4,5,5,5,64197.0,125.0,,,8,8024625.0,3,520.78
enabled,32,4,5,5,5,121380.0,125.0,,,8,15172500.0,3,913.34
disabled,96,0,10,6,1,7377418.0,4.0,,,8,29509672.0,3,10793.74
enabled,32,4,5,5,5,121387.0,125.0,,,8,15173375.0,3,829.99
enabled,8,1,5,5,5,4728566.0,24.0,,,8,113485584.0,3,44179.81
disabled,16,0,2,1,5,500000.0,13.0,,,4,6500000.0,1,31332.07
enabled,32,8,6,1,5,10000000.0,19.0,,,16,190000000.0,3,5135.66
disabled,6,0,5,5,5,7000.0,133.0,,,8,931000.0,3,3201.16
disabled,16,0,2,2,2,500000.0,13.0,,,4,6500000.0,1,32807.55
disabled,16,0,3,3,2,1000000.0,13.0,,,4,13000000.0,1,16775.85
enabled,32,4,5,5,5,2748272.0,431.0,,,8,1184505232.0,3,4635.22
enabled,32,4,8,8,4,2748290.0,450.0,,,8,1236730500.0,3,4636.660000000001
enabled,32,4,5,5,5,79080.0,125.0,,,8,9885000.0,3,2936.44
enabled,32,4,5,5,5,79080.0,125.0,,,8,9885000.0,3,1052.02
enabled,32,4,5,5,5,79080.0,125.0,,,8,9885000.0,3,1732.25
enabled,32,4,5,5,5,79080.0,126.0,,,8,9964080.0,3,366.07
disabled,6,0,5,5,5,7000.0,171.0,,,8,1197000.0,3,3562.83
enabled,4,1,5,5,5,1482535.0,7.0,,,4,10377745.0,1,13711.710000000001
enabled,8,1,5,5,5,29242.0,121.0,,,8,3538282.0,3,540.3900000000001
enabled,8,1,7,5,5,29242.0,121.0,,,8,3538282.0,3,375.10999999999996
enabled,8,1,7,5,5,29242.0,121.0,,,8,3538282.0,3,521.51
enabled,32,4,10,10,10,79080.0,125.0,,,8,9885000.0,3,26841.170000000002
enabled,8,1,10,3,2,308.0,157.0,,,8,48356.0,3,1240.53
enabled,24,4,2,1,2,310858.0,34.0,,30.0,8,10569172.0,3,6064.26
enabled,4,1,5,5,5,155169.0,27.0,,,8,4189563.0,3,1628.6599999999999
enabled,8,1,10,10,5,308.0,157.0,,,8,48356.0,3,16619.8
enabled,32,4,5,5,5,97630.0,725.0,,,8,70781750.0,3,1976.0700000000002
enabled,32,4,5,5,5,68080.0,725.0,,,8,49358000.0,3,1585.4299999999998
enabled,4,1,5,5,5,2472000.0,22.0,,,4,54384000.0,1,37041.88
enabled,32,4,4,5,5,68080.0,725.0,,,8,49358000.0,3,836.1700000000001
enabled,32,4,2,2,2,68080.0,725.0,,,8,49358000.0,3,690.58
enabled,4,1,5,5,5,23999.0,25.0,,,4,599975.0,1,492.45
disabled,6,0,10,8,5,7000.0,171.0,,,8,1197000.0,3,50412.36
enabled,8,1,10,3,2,308.0,153.0,,,8,47124.0,3,2298.27
enabled,8,1,7,10,1,29242.0,29.0,,,8,848018.0,3,1862.41
enabled,8,1,10,3,2,311.0,153.0,,,8,47583.0,3,1655.2299999999998
enabled,8,1,7,5,5,29242.0,29.0,,,8,848018.0,3,48.81
enabled,8,1,7,5,5,27774.0,121.0,,,8,3360654.0,3,456.24
enabled,8,1,5,5,5,29242.0,29.0,,,8,848018.0,3,461.43
enabled,8,1,7,10,1,27774.0,121.0,,,8,3360654.0,3,388.24
disabled,16,0,4,3,1,2500000.0,13.0,,,4,32500000.0,1,51885.56
enabled,8,1,10,1,6,310.0,153.0,,,8,47430.0,3,1282.06
enabled,24,4,5,5,5,30000.0,24.0,,,8,720000.0,3,338.60999999999996
enabled,8,1,10,3,2,310.0,153.0,,,8,47430.0,3,2652.23
enabled,24,4,5,5,5,5577.0,206.0,,,8,1148862.0,3,3570.5499999999997
enabled,8,1,10,3,2,318.0,153.0,,,8,48654.0,3,1599.97
disabled,4,0,5,5,5,768.0,9.0,,,8,6912.0,3,807.24
enabled,8,1,10,3,2,318.0,153.0,,,8,48654.0,3,1579.8400000000001
